customer_id,signup_date,country,customer_type
C0731,"Apr 05, 2025",Pakistan,New
C0732,,UK,Returning
C0733,2025-02-16,Saudi Arabia,New
C0734,03/04/2025,UAE,New
C0735,2025-04-06,Pakistan,New
C0736,2025-03-29,USA,Returning
C0737,2025-01-04,Pakistan,New
C0738,2025-01-19,UK,New
C0739,27/02/2025,UAE,New
C0740,13/02/2025,Pakistan,New
C0741,2025-03-20,UAE,Returning
C0742,2025-02-17,Pakistan,Returning
C0743,2025-03-01,Saudi Arabia,Returning
C0744,,UAE,New
C0745,13/03/2025,Pakistan,New
C0746,2025-04-02,USA,New
C0747,2025-04-18,Pakistan,New
C0748,2025-04-14,UAE,New
C0749,2025-03-08,nan,Returning
C0750,2025-03-24,Saudi Arabia,New
C0751,,Pakistan,New
C0752,2025-03-06,nan,New
C0753,03-10-2025,Saudi Arabia,New
C0754,2025-03-30,Pakistan,New
C0755,2025-02-22,Pakistan,nan
C0756,01/03/2025,UK,Returning
C0757,2025-02-18,Saudi Arabia,nan
C0758,2025-02-14,UAE,New
C0759,2025-01-24,USA,New
C0760,2025-02-07,UK,New
C0761,2025-03-03,Pakistan,New
C0762,2025-01-24,Pakistan,Returning
C0763,2025-04-15,Pakistan,New
C0764,2025-02-05,Saudi Arabia,New
C0765,2025-02-07,Pakistan,New
C0766,2025-02-12,UAE,New
C0767,04-05-2025,UK,Returning
C0768,2025-02-23,USA,New
C0769,2025-04-25,Pakistan,New
C0770,12/04/2025,UK,New
C0771,2025-04-26,Pakistan,New
C0772,2025-02-24,UK,Returning
C0773,01-20-2025,Pakistan,Returning
C0774,02-07-2025,Pakistan,nan
C0775,2025-02-27,UK,Returning
C0776,2025-02-14,Pakistan,New
C0777,2025-03-12,Pakistan,Returning
C0778,"Feb 04, 2025",Saudi Arabia,New
C0779,2025-02-28,Saudi Arabia,New
C0780,"Jan 03, 2025",Saudi Arabia,Returning
C0781,2025-04-14,Saudi Arabia,New
C0782,2025-01-25,UAE,Returning
C0783,2025-02-23,Pakistan,New
C0784,2025-01-09,Pakistan,Returning
C0785,"Jan 11, 2025",Pakistan,Returning
C0786,2025-04-18,nan,Returning
C0787,2025-02-26,UAE,Returning
C0788,2025-01-25,UAE,Returning
C0789,2025-04-06,UAE,New
C0790,2025-01-20,nan,New
C0791,2025-01-03,Pakistan,New
C0792,2025-04-22,UAE,Returning
C0793,2025-02-25,UAE,New
C0794,2025-04-02,Saudi Arabia,Returning
C0795,04-03-2025,Pakistan,New
C0796,2025-03-27,USA,New
C0797,"Mar 08, 2025",nan,Returning
C0798,2025-02-05,UAE,New
C0799,01-10-2025,Saudi Arabia,New
C0800,2025-02-19,nan,New
C0801,"Apr 03, 2025",Saudi Arabia,nan
C0802,23/01/2025,Pakistan,Returning
C0803,2025-01-13,UAE,New
C0804,2025-03-19,Saudi Arabia,New
C0805,2025-04-06,UAE,New
C0806,2025-01-15,Saudi Arabia,Returning
C0807,2025-04-23,nan,Returning
C0808,01-11-2025,nan,New
C0809,2025-01-30,UAE,New
C0810,2025-01-29,Pakistan,New
C0811,2025-04-20,nan,Returning
C0812,2025-02-28,UK,Returning
C0813,17/01/2025,Pakistan,New
C0814,2025-02-18,nan,New
C0815,2025-01-24,USA,New
C0816,2025-04-19,UAE,nan
C0817,2025-03-22,UAE,New
C0818,2025-04-28,Pakistan,Returning
C0819,2025-04-26,Pakistan,Returning
C0820,2025-02-13,Pakistan,New
C0821,2025-04-12,UK,New
C0822,03-15-2025,Pakistan,New
C0823,2025-03-29,Pakistan,Returning
C0824,,Pakistan,Returning
C0825,2025-02-27,UAE,Returning
C0826,2025-04-25,nan,New
C0827,25/03/2025,Pakistan,New
C0828,2025-03-01,Pakistan,nan
C0829,2025-04-21,Saudi Arabia,Returning
C0830,2025-01-12,UAE,New
C0831,2025-04-29,Pakistan,nan
C0832,2025-01-20,UAE,Returning
C0833,2025-02-10,Pakistan,New
C0834,2025-02-10,Pakistan,Returning
C0835,"Feb 21, 2025",UAE,Returning
C0836,01-16-2025,UAE,Returning
C0837,2025-01-31,nan,New
C0838,"Feb 16, 2025",Pakistan,New
C0839,02-03-2025,UAE,Returning
C0840,18/04/2025,Saudi Arabia,New
C0841,"Jan 15, 2025",Pakistan,New
C0842,31/01/2025,Saudi Arabia,New
C0843,2025-01-01,Pakistan,New
C0844,2025-03-21,nan,Returning
C0845,,Pakistan,Returning
C0846,2025-04-26,UAE,New
C0847,04-02-2025,Pakistan,New
C0848,2025-02-26,nan,New
C0849,2025-01-07,UAE,Returning
C0850,2025-02-14,UAE,Returning
C0851,2025-02-25,Pakistan,New
C0852,2025-02-24,Saudi Arabia,Returning
C0853,2025-03-30,Pakistan,Returning
C0854,2025-01-14,USA,Returning
C0855,2025-02-15,Pakistan,Returning
C0856,2025-02-21,Pakistan,New
C0857,04-25-2025,Pakistan,Returning
C0858,2025-02-08,UAE,New
C0859,2025-03-24,UAE,Returning
C0860,2025-01-23,Pakistan,Returning
C0861,2025-04-16,UK,Returning
C0862,2025-02-13,UAE,Returning
C0863,2025-01-29,UAE,New
C0864,2025-02-21,UAE,New
C0865,2025-01-28,UAE,nan
C0866,2025-01-14,UAE,Returning
C0867,2025-01-12,Pakistan,New
C0868,2025-02-02,Pakistan,New
C0869,2025-03-01,USA,New
C0870,2025-04-26,nan,Returning
C0871,2025-04-21,Pakistan,Returning
C0872,2025-02-26,Pakistan,New
C0873,2025-03-27,Saudi Arabia,New
C0874,01-25-2025,UAE,Returning
C0875,2025-04-02,Pakistan,Returning
C0876,2025-03-01,Pakistan,New
C0877,2025-03-20,Saudi Arabia,New
C0878,2025-02-22,Saudi Arabia,New
C0879,2025-04-08,Pakistan,New
C0880,,Pakistan,New
C0881,2025-04-06,Pakistan,Returning
C0882,2025-03-27,Saudi Arabia,Returning
C0883,2025-01-16,Pakistan,Returning
C0884,2025-04-27,Pakistan,Returning
C0885,2025-01-08,UK,New
C0886,2025-03-25,Pakistan,New
C0887,2025-03-04,Saudi Arabia,New
C0888,28/04/2025,Pakistan,New
C0889,18/02/2025,Pakistan,Returning
C0890,2025-01-06,Pakistan,nan
C0891,2025-01-18,Saudi Arabia,New
C0892,02-14-2025,USA,New
C0893,2025-04-22,UK,Returning
C0894,"Apr 25, 2025",Pakistan,New
C0895,2025-01-05,Saudi Arabia,New
C0896,2025-02-22,Pakistan,Returning
C0897,2025-04-22,Pakistan,Returning
C0898,01-08-2025,USA,New
C0899,2025-02-04,Pakistan,New
C0900,2025-04-02,Pakistan,Returning
C0901,2025-04-11,Pakistan,New
C0902,2025-03-27,Pakistan,New
C0903,2025-02-24,Pakistan,Returning
C0904,2025-02-05,UAE,New
C0905,2025-04-24,UAE,Returning
C0906,2025-03-26,USA,New
C0907,2025-04-06,UK,nan
C0908,2025-01-18,Pakistan,New
C0909,2025-04-02,Pakistan,New
C0910,03-09-2025,Pakistan,New
C0911,03-21-2025,UAE,New
C0912,2025-03-06,Pakistan,Returning
C0913,2025-03-04,Saudi Arabia,nan
C0914,2025-01-21,UAE,New
C0915,2025-02-01,UAE,New
C0916,,UAE,Returning
C0917,2025-03-21,Pakistan,Returning
C0918,2025-04-07,nan,New
C0919,2025-02-25,UK,New
C0920,2025-03-19,Pakistan,New
C0921,2025-04-17,USA,Returning
C0922,08/01/2025,UAE,New
C0923,30/03/2025,USA,Returning
C0924,2025-01-18,UK,New
C0925,03-03-2025,UAE,Returning
C0926,2025-02-19,Pakistan,New
C0927,2025-03-04,Pakistan,New
C0928,23/01/2025,UAE,New
C0929,2025-03-20,Saudi Arabia,Returning
C0930,2025-04-10,Pakistan,New
C0931,2025-01-01,Pakistan,New
C0932,2025-04-16,UK,New
C0933,2025-03-31,nan,New
C0934,2025-03-22,UAE,Returning
C0935,2025-01-11,Pakistan,Returning
C0936,2025-02-06,Pakistan,Returning
C0937,04-11-2025,Pakistan,New
C0938,12/03/2025,nan,Returning
C0939,07/04/2025,Pakistan,New
C0940,2025-03-27,UAE,New
C0941,2025-01-11,Pakistan,New
C0942,,UAE,New
C0943,2025-02-21,Saudi Arabia,Returning
C0944,2025-04-17,UK,Returning
C0945,"Jan 26, 2025",Pakistan,Returning
C0946,2025-02-25,Pakistan,New
C0947,2025-03-27,Pakistan,New
C0948,2025-04-05,nan,New
C0949,2025-01-24,USA,New
C0950,01-06-2025,UAE,New
C0951,2025-04-29,Saudi Arabia,New
C0952,16/02/2025,Saudi Arabia,New
C0953,2025-01-31,Pakistan,New
C0954,2025-03-02,nan,Returning
C0955,"Apr 17, 2025",UAE,nan
C0956,2025-01-03,Pakistan,Returning
C0957,2025-04-18,UAE,Returning
C0958,"Mar 21, 2025",Pakistan,New
C0959,,Pakistan,Returning
C0960,13/02/2025,Saudi Arabia,Returning
C0961,23/01/2025,Pakistan,New
C0962,2025-03-31,Saudi Arabia,New
C0963,2025-01-23,Pakistan,Returning
C0964,2025-01-30,Pakistan,New
C0965,2025-04-07,Pakistan,New
C0966,"Feb 26, 2025",Pakistan,New
C0967,09/04/2025,Saudi Arabia,New
C0968,2025-02-23,Pakistan,New
C0969,2025-03-22,UAE,New
C0970,2025-04-04,UAE,New
C0971,04-02-2025,Saudi Arabia,New
C0972,2025-02-17,nan,Returning
C0973,2025-03-30,Saudi Arabia,New
C0974,18/04/2025,Pakistan,New
C0975,2025-01-29,Pakistan,New
C0976,2025-03-16,Pakistan,Returning
C0977,"Feb 07, 2025",UAE,New
C0978,2025-04-27,Pakistan,New
C0979,"Apr 09, 2025",UAE,Returning
C0980,2025-01-27,UAE,Returning
C0981,14/01/2025,Pakistan,New
C0982,2025-02-23,UK,Returning
C0983,03-22-2025,Pakistan,New
C0984,2025-03-07,Pakistan,New
C0985,2025-04-09,Saudi Arabia,New
C0986,2025-02-21,UAE,New
C0987,2025-01-01,Saudi Arabia,Returning
C0988,24/02/2025,UAE,New
C0989,2025-02-27,Pakistan,New
C0990,2025-04-24,UK,Returning
C0991,04-23-2025,UK,Returning
C0992,2025-04-06,Saudi Arabia,New
C0993,2025-01-29,Pakistan,Returning
C0994,2025-03-28,UAE,New
C0995,2025-04-15,Pakistan,Returning
C0996,2025-04-05,Pakistan,Returning
C0997,2025-03-09,nan,nan
C0998,2025-03-06,Pakistan,New
C0999,"Apr 18, 2025",nan,New
C1000,,UAE,New
C0001,2025-01-22,Pakistan,New
C0002,"Jan 05, 2025",nan,New
C0003,02-23-2025,Saudi Arabia,Returning
C0004,,UAE,Returning
C0005,2025-02-13,Pakistan,Returning
C0006,2025-01-28,Pakistan,Returning
C0007,01-20-2025,Pakistan,Returning
C0008,2025-04-16,USA,Returning
C0009,2025-01-17,Saudi Arabia,New
C0010,2025-04-25,Saudi Arabia,New
C0011,03-23-2025,Pakistan,New
C0012,2025-01-07,nan,nan
C0013,,UK,Returning
C0014,19/01/2025,Pakistan,New
C0015,2025-02-12,Pakistan,Returning
C0016,2025-02-15,Pakistan,Returning
C0017,"Apr 09, 2025",Pakistan,New
C0018,2025-04-27,UAE,New
C0019,"Jan 06, 2025",UAE,Returning
C0020,2025-04-19,Pakistan,New
C0021,2025-02-08,Saudi Arabia,Returning
C0022,04-16-2025,Pakistan,New
C0023,2025-03-23,Pakistan,Returning
C0024,02-12-2025,Pakistan,nan
C0025,2025-03-29,UAE,Returning
