order_id,customer_id,order_date,product_id,quantity,unit_price,discount
O0457,C0458,2025-01-18,P020,1.0,2000.0,0.0
O0458,C0646,04-29-2025,P005,1.0,4000.0,0.1
O0459,C0505,2025-06-26,P020,2.0,5000.0,0.0
O0460,C0415,2025-02-21,P012,1.0,2000.0,0.1
O0461,C7777,06-02-2025,P001,5.0,5000.0,0.0
O0462,C0908,02-07-2025,P008,3.0,2000.0,0.05
O0463,C0643,2025-01-13,P001,2.0,2500.0,0.1
O0464,C0587,2025-03-01,P005,3.0,4000.0,0.0
O0465,C0640,2025-04-27,P006,1.0,4000.0,0.0
O0466,C0208,2025-05-03,P003,1.0,4000.0,0.0
O0467,C0408,2025-05-02,P015,2.0,12000.0,0.0
O0468,C0041,05-29-2025,P005,3.0,2500.0,0.05
O0469,C0491,2025-04-01,P014,3.0,2500.0,0.15
O0470,C0560,2025-03-08,P018,1.0,12000.0,0.0
O0471,C0235,2025-02-08,P016,-1.0,2000.0,0.05
O0472,C0994,2025-02-17,P006,1.0,2500.0,0.1
O0473,C0938,2025-03-15,P014,4.0,,0.0
O0474,C0745,2025-02-23,P008,0.0,4000.0,0.0
O0475,C0550,2025-03-24,P007,1.0,4000.0,0.2
O0476,C0897,04-30-2025,P008,2.0,12000.0,0.1
O0477,C0135,2025-06-20,P013,1.0,,0.05
O0478,C0815,2025-02-26,P006,1.0,5000.0,0.05
O0479,C0129,2025-04-16,P018,1.0,4000.0,0.0
O0480,C0819,2025-04-26,P002,2.0,12000.0,0.05
O0481,C0285,2025-05-17,P008,5.0,12000.0,0.05
O0482,C0905,2025-05-22,P011,2.0,4000.0,0.05
O0483,C0974,2025-03-16,P001,1.0,,0.0
O0484,C0154,2025-02-28,P006,3.0,5000.0,0.0
O0485,C0477,2025-06-07,P016,-1.0,4000.0,0.0
O0486,C8888,2025-06-18,P020,1.0,5000.0,
O0487,C0499,04-14-2025,P012,,5000.0,0.0
O0488,C0891,2025-05-30,P011,1.0,4000.0,0.05
O0489,C0607,2025-05-14,P010,3.0,4000.0,0.0
O0490,C0387,02/06/2025,P003,1.0,12000.0,0.0
O0491,C0295,15/04/2025,P013,1.0,12000.0,0.1
O0492,C0210,,P003,1.0,5000.0,0.05
O0493,C0786,11/02/2025,P015,2.0,12000.0,0.05
O0494,C0399,2025-06-01,P016,1.0,,0.0
O0495,C0528,2025-06-13,P013,1.0,2500.0,0.1
O0496,C0508,2025-03-19,P017,2.0,12000.0,0.0
O0497,C0596,02-11-2025,P003,5.0,4000.0,0.0
O0498,C0893,2025-02-06,P020,1.0,2500.0,0.05
O0499,C8888,2025-05-29,P011,1.0,5000.0,0.0
O0500,C0421,2025-04-26,P019,1.0,2500.0,0.0
O0501,C0854,2025-04-14,P011,1.0,2500.0,0.05
O0502,C0789,2025-02-14,P016,3.0,5000.0,0.1
O0503,C0592,04-25-2025,P003,3.0,5000.0,0.15
O0504,C0986,14/05/2025,P006,2.0,,0.0
O0505,C0207,2025-01-21,P014,1.0,4000.0,0.0
O0506,C0113,,P018,3.0,5000.0,0.0
O0507,C0881,2025-01-16,P017,2.0,12000.0,
O0508,C0453,21/06/2025,P004,3.0,4000.0,0.05
O0509,C0874,,P015,2.0,2000.0,0.1
O0510,C0921,,P011,3.0,2000.0,0.0
O0511,C0065,2025-06-17,P003,2.0,,0.05
O0512,C0911,2025-05-19,P003,1.0,12000.0,0.0
O0513,C0463,2025-01-19,P016,-1.0,4000.0,0.05
O0514,C0527,07/06/2025,P005,1.0,4000.0,0.2
O0515,C0646,01-11-2025,P010,2.0,4000.0,
O0516,C0956,2025-03-31,P019,1.0,5000.0,0.05
O0517,C0020,,P004,2.0,,0.05
O0518,C0492,2025-06-22,P019,2.0,2500.0,0.2
O0519,C0709,05-12-2025,P011,1.0,4000.0,0.1
O0520,C0746,23/02/2025,P002,1.0,2000.0,0.0
O0521,C0714,2025-01-23,P010,2.0,12000.0,0.05
O0522,C0139,05-27-2025,P011,3.0,4000.0,0.0
O0523,C0309,02-08-2025,P020,1.0,2000.0,0.05
O0524,C0370,2025-01-11,P016,1.0,4000.0,0.05
O0525,C0830,2025-02-21,P019,2.0,,0.05
O0526,C0288,18/04/2025,P011,1.0,2000.0,0.0
O0527,C0218,2025-04-08,P014,1.0,12000.0,0.0
O0528,C0988,03-23-2025,P002,1.0,2000.0,0.05
O0529,C0010,2025-01-21,P005,1.0,5000.0,0.15
O0530,UNKNOWN,09/05/2025,P005,1.0,12000.0,0.1
O0531,C0698,"May 13, 2025",P019,1.0,12000.0,0.0
O0532,C0855,2025-05-19,P012,1.0,4000.0,0.2
O0533,C0304,2025-05-09,P018,1.0,2000.0,0.2
O0534,C0015,2025-04-13,P004,1.0,4000.0,0.0
O0535,C0761,,P017,1.0,2000.0,0.0
O0536,C0860,04-14-2025,P010,1.0,4000.0,0.1
O0537,C0764,2025-01-13,P020,3.0,12000.0,0.15
O0538,C0148,2025-01-11,P006,1.0,2500.0,
O0539,C0777,2025-04-23,P014,1.0,12000.0,0.15
O0540,C0793,2025-04-27,P011,1.0,12000.0,0.05
O0541,C0679,2025-03-30,P011,1.0,4000.0,0.05
O0542,C0790,2025-01-12,P018,2.0,12000.0,0.0
O0543,C0873,2025-01-13,P018,2.0,5000.0,0.0
O0544,C0633,2025-04-22,P011,4.0,2000.0,0.05
O0545,C0092,05-30-2025,P012,2.0,4000.0,0.05
O0546,C0503,2025-03-04,P005,-1.0,4000.0,0.05
O0547,C0081,2025-04-24,P009,1.0,,0.1
O0548,C0421,06/03/2025,P009,1.0,4000.0,0.0
O0549,C0420,01-13-2025,P010,1.0,2500.0,0.05
O0550,C0069,04-17-2025,P019,1.0,5000.0,0.0
O0551,C0360,2025-06-16,P001,1.0,4000.0,0.0
O0552,C0115,2025-05-25,P007,2.0,2500.0,0.1
O0553,C0834,2025-05-20,P004,1.0,4000.0,0.1
O0554,C0977,04-03-2025,P001,-1.0,2000.0,
O0555,C0075,15/06/2025,P015,3.0,12000.0,0.0
O0556,C0985,02-13-2025,P008,1.0,5000.0,0.05
O0557,C0539,01-30-2025,P012,1.0,4000.0,0.0
O0558,C0309,"Jan 28, 2025",P018,1.0,12000.0,0.0
O0559,C0080,2025-04-21,P015,1.0,2500.0,0.15
O0560,C0517,"Feb 07, 2025",P017,1.0,12000.0,0.1
O0561,C0820,2025-02-25,P014,1.0,,0.15
O0562,C0729,2025-02-16,P014,1.0,,0.0
O0563,C0052,2025-05-10,P018,1.0,12000.0,0.15
O0564,C0076,2025-04-22,P020,,12000.0,0.0
O0565,C0416,2025-02-28,P018,2.0,2500.0,0.15
O0566,C0305,"Jun 17, 2025",P016,-1.0,,0.0
O0567,C0240,19/03/2025,P001,1.0,4000.0,0.0
O0568,C0290,"Mar 02, 2025",P011,1.0,12000.0,0.05
O0569,C0829,2025-06-13,P015,2.0,4000.0,0.2
O0570,C0958,2025-03-28,P012,1.0,2000.0,0.0
O0571,C0418,"Jan 25, 2025",P008,1.0,12000.0,0.0
O0572,C0935,2025-03-23,P020,2.0,2000.0,0.15
O0573,C0332,"Mar 29, 2025",P006,2.0,5000.0,0.0
O0574,C0492,09/04/2025,P003,1.0,5000.0,0.0
O0575,C0234,2025-04-29,P013,1.0,12000.0,0.0
O0576,C0661,2025-02-26,P013,1.0,12000.0,0.0
O0577,C8888,2025-05-25,P002,1.0,12000.0,0.2
O0578,C0623,2025-02-22,P005,1.0,4000.0,0.1
O0579,C0369,2025-03-09,P017,1.0,12000.0,0.05
O0580,C0668,2025-05-22,P006,1.0,5000.0,
O0581,C0127,19/06/2025,P002,-1.0,12000.0,0.05
O0582,C0917,"Jun 23, 2025",P004,2.0,,0.0
O0583,C0519,"Jan 25, 2025",P011,2.0,4000.0,0.0
O0584,C0464,2025-05-16,P008,1.0,4000.0,0.0
O0585,C0604,,P012,1.0,4000.0,0.0
O0586,C0645,"May 16, 2025",P008,1.0,,0.2
O0587,C0074,2025-06-06,P011,1.0,12000.0,0.1
O0588,C0704,2025-01-16,P020,1.0,2000.0,0.0
O0589,C0250,"Jan 28, 2025",P008,3.0,2000.0,0.05
O0590,C0737,"Mar 29, 2025",P008,2.0,2000.0,0.1
O0591,C0848,2025-03-24,P017,1.0,5000.0,0.2
O0592,C0829,2025-03-24,P020,1.0,2000.0,0.15
O0593,C0570,"Apr 27, 2025",P020,5.0,5000.0,0.05
O0594,C0537,2025-04-12,P016,1.0,4000.0,0.1
O0595,C0148,20/01/2025,P014,1.0,2000.0,0.05
O0596,C0800,2025-05-13,P011,1.0,12000.0,0.05
O0597,C0280,,P007,3.0,2500.0,0.0
O0598,C0513,2025-05-26,P016,,5000.0,0.0
O0599,C0294,02-12-2025,P013,1.0,2500.0,0.05
O0600,C0138,2025-01-26,P015,4.0,4000.0,0.0
O0601,C0650,17/04/2025,P016,3.0,12000.0,0.0
O0602,C0057,2025-06-23,P009,1.0,5000.0,0.1
O0603,C0772,04-04-2025,P003,1.0,,0.0
O0604,C0328,2025-05-15,P019,1.0,5000.0,0.05
O0605,C0001,2025-06-11,P020,0.0,5000.0,0.05
O0606,C0527,2025-03-15,P005,1.0,12000.0,
O0607,C0049,2025-04-29,P010,3.0,2000.0,0.05
O0608,C0285,2025-06-25,P017,1.0,4000.0,0.0
O0609,C0729,2025-01-28,P015,2.0,5000.0,0.05
O0610,C0065,2025-04-22,P008,1.0,12000.0,0.15
O0611,C0866,2025-01-18,P015,2.0,12000.0,
O0612,C0004,23/02/2025,P014,3.0,12000.0,0.0
O0613,C0255,"Feb 20, 2025",P020,3.0,4000.0,0.0
O0614,C0764,06-27-2025,P007,4.0,2000.0,0.2
O0615,C0327,2025-05-24,P012,1.0,12000.0,0.0
O0616,C0106,2025-04-30,P017,2.0,12000.0,0.05
O0617,C0372,2025-04-12,P017,1.0,12000.0,0.0
O0618,C0279,2025-03-03,P010,1.0,,0.0
O0619,C0869,2025-01-19,P019,1.0,,0.0
O0620,C0324,01-24-2025,P014,1.0,2500.0,0.0
O0621,C0814,2025-05-22,P011,1.0,12000.0,0.1
O0622,C0920,2025-03-05,P002,,5000.0,0.2
O0623,C0448,2025-04-25,P018,1.0,12000.0,0.0
O0624,C0939,2025-04-29,P007,2.0,12000.0,0.15
O0625,C0389,05-17-2025,P012,1.0,4000.0,0.0
O0626,C0994,2025-01-16,P002,1.0,2000.0,0.05
O0627,C0093,2025-02-13,P020,1.0,2500.0,0.0
O0628,C0709,"Jun 24, 2025",P018,-1.0,2500.0,0.2
O0629,C0510,2025-03-12,P006,4.0,12000.0,0.1
O0630,C0400,2025-01-13,P010,5.0,2000.0,0.1
O0631,C0653,2025-02-19,P020,,12000.0,0.15
O0632,C0726,03/05/2025,P015,1.0,5000.0,0.05
O0633,C0005,2025-02-06,P005,1.0,2000.0,
O0634,C0173,06-05-2025,P020,2.0,5000.0,0.1
O0635,C0736,2025-06-18,P003,1.0,4000.0,0.2
O0636,C0687,2025-05-28,P005,1.0,12000.0,0.05
O0637,C0996,2025-06-18,P008,1.0,2000.0,0.0
O0638,C0785,2025-03-28,P008,2.0,2000.0,0.05
O0639,C0981,2025-01-24,P008,2.0,12000.0,0.0
O0640,C0725,"Mar 09, 2025",P012,1.0,2500.0,0.05
O0641,C0308,2025-02-10,P008,1.0,12000.0,0.05
O0642,C0109,04-29-2025,P011,2.0,4000.0,0.05
O0643,C0807,2025-02-25,P014,2.0,2000.0,0.0
O0644,C0665,2025-04-30,P008,1.0,2000.0,0.0
O0645,C0050,2025-06-21,P010,2.0,,0.05
O0646,C0372,2025-06-23,P007,1.0,12000.0,
O0647,C0987,2025-03-26,P017,1.0,2000.0,0.0
O0648,C0516,21/05/2025,P004,3.0,2000.0,0.0
O0649,C0447,24/04/2025,P013,2.0,2500.0,0.1
O0650,C0472,2025-03-15,P004,1.0,5000.0,0.05
O0651,C0216,2025-03-25,P005,2.0,2000.0,0.0
O0652,C0381,2025-06-05,P004,2.0,4000.0,0.0
O0653,C0382,2025-06-02,P018,3.0,12000.0,0.0
O0654,C0054,2025-02-06,P006,2.0,4000.0,
O0655,C0792,06-12-2025,P002,2.0,12000.0,0.0
O0656,C0430,2025-05-23,P011,1.0,4000.0,0.0
O0657,C0848,2025-05-30,P014,1.0,2500.0,0.0
O0658,C0877,2025-01-25,P005,1.0,4000.0,0.0
O0659,C0219,2025-04-17,P006,1.0,2000.0,0.1
O0660,C0678,2025-06-03,P010,2.0,4000.0,0.0
O0661,C0487,2025-03-18,P008,1.0,5000.0,0.0
O0662,C0908,2025-01-20,P014,1.0,12000.0,0.05
O0663,C0223,2025-01-28,P003,1.0,4000.0,0.0
O0664,C0699,2025-04-04,P012,1.0,12000.0,0.0
O0665,C0627,2025-02-24,P016,1.0,5000.0,0.15
O0666,C0305,2025-06-21,P017,2.0,4000.0,0.1
O0667,C0141,01-24-2025,P001,1.0,12000.0,0.2
O0668,C0672,2025-03-17,P010,2.0,12000.0,0.15
O0669,C0762,2025-05-07,P010,-1.0,4000.0,0.1
O0670,C0326,2025-06-08,P002,1.0,5000.0,0.0
O0671,C0665,2025-05-09,P009,1.0,2500.0,0.1
O0672,C0408,2025-05-05,P013,1.0,2500.0,0.15
O0673,C0736,2025-03-28,P016,2.0,2000.0,0.1
O0674,C0206,2025-06-09,P018,2.0,5000.0,0.05
O0675,C0918,03-14-2025,P019,1.0,2000.0,0.0
O0676,C0297,2025-01-15,P012,1.0,2500.0,0.15
O0677,C0380,2025-05-13,P008,4.0,2000.0,0.1
O0678,C0060,2025-03-04,P017,1.0,5000.0,
O0679,C0115,2025-06-11,P015,1.0,2000.0,0.0
O0680,C0532,2025-04-07,P010,4.0,2500.0,0.0
O0681,C0276,2025-04-15,P015,2.0,4000.0,0.0
O0682,C0862,2025-02-23,P015,4.0,2000.0,0.1
O0683,C0016,20/03/2025,P007,2.0,4000.0,0.0
O0684,C0391,2025-04-27,P013,3.0,4000.0,0.0
O0685,C0348,2025-03-23,P017,1.0,5000.0,
O0686,C0020,2025-04-03,P009,2.0,2000.0,0.0
O0687,C0129,2025-02-15,P008,5.0,5000.0,0.15
O0688,C0427,,P020,2.0,4000.0,0.0
O0689,C0509,2025-05-03,P018,1.0,12000.0,0.15
O0690,C0417,2025-05-18,P013,1.0,4000.0,0.05
O0691,C0548,03-24-2025,P016,1.0,5000.0,0.2
O0692,C0614,26/01/2025,P009,1.0,2000.0,0.2
O0693,C0011,2025-06-08,P012,1.0,2000.0,0.0
O0694,C0479,2025-05-10,P012,2.0,5000.0,0.0
O0695,C0994,03-08-2025,P006,2.0,5000.0,0.0
O0696,C0536,2025-06-13,P019,1.0,5000.0,0.1
O0697,C0699,02-26-2025,P007,2.0,2500.0,0.15
O0698,C0322,2025-05-28,P003,1.0,4000.0,0.05
O0699,C0798,2025-01-24,P016,1.0,4000.0,0.05
O0700,C0797,01-25-2025,P018,1.0,5000.0,0.0
O0701,C0538,03/03/2025,P016,1.0,2000.0,0.15
O0702,C8888,2025-02-08,P007,1.0,2500.0,
O0703,C0130,03-24-2025,P004,1.0,2500.0,0.0
O0704,C0018,28/05/2025,P008,1.0,2000.0,0.05
O0705,C0794,2025-06-11,P013,3.0,5000.0,0.0
O0706,C0833,2025-05-13,P013,1.0,5000.0,0.05
O0707,C0124,2025-02-08,P017,2.0,5000.0,0.05
O0708,C0274,02/06/2025,P017,2.0,12000.0,0.0
O0709,C0019,2025-03-26,P005,3.0,5000.0,0.0
O0710,C0303,,P006,5.0,12000.0,0.0
O0711,C0798,,P019,1.0,12000.0,0.05
O0712,C0534,30/01/2025,P013,1.0,2500.0,0.05
O0713,C0359,2025-01-27,P014,4.0,2000.0,0.0
O0714,C0384,2025-01-11,P004,1.0,2500.0,0.1
O0715,C0002,,P007,2.0,2000.0,0.1
O0716,C0310,2025-04-06,P008,2.0,5000.0,0.0
O0717,C0667,,P013,2.0,2000.0,0.0
O0718,C9999,2025-06-06,P006,5.0,12000.0,0.1
O0719,C0874,03-03-2025,P006,,2000.0,
O0720,C0025,2025-01-29,P003,2.0,12000.0,0.0
O0721,C0927,02-04-2025,P003,1.0,,0.0
O0722,C0808,01-26-2025,P013,4.0,12000.0,0.0
O0723,C0805,2025-02-15,P002,1.0,12000.0,0.05
O0724,C0473,2025-04-03,P016,1.0,2500.0,0.0
O0725,C0411,2025-04-07,P006,4.0,5000.0,0.0
O0726,C0313,2025-04-28,P008,1.0,2000.0,0.1
O0727,C0068,2025-04-27,P008,1.0,2000.0,0.05
O0728,C0236,2025-04-19,P006,1.0,2500.0,0.0
O0729,C0255,03-30-2025,P014,4.0,,0.0
O0730,C0500,30/01/2025,P003,1.0,,0.05
O0731,C0771,2025-01-15,P010,2.0,5000.0,0.0
O0732,C0489,2025-01-27,P003,1.0,2500.0,0.0
O0733,C0060,2025-03-19,P012,3.0,2000.0,0.15
O0734,C0988,2025-04-27,P017,3.0,2000.0,0.0
O0735,C0972,2025-01-28,P005,1.0,5000.0,0.1
O0736,C0810,2025-05-05,P020,1.0,2000.0,0.2
O0737,C7777,06/05/2025,P009,1.0,,0.0
O0738,C0562,"Jun 11, 2025",P020,0.0,2500.0,0.0
O0739,C0993,"Mar 13, 2025",P007,2.0,4000.0,0.05
O0740,C0078,2025-06-26,P004,5.0,5000.0,0.15
O0741,C0377,2025-03-25,P013,1.0,12000.0,0.2
O0742,C0233,2025-01-12,P013,3.0,2500.0,0.1
O0743,C0202,2025-03-07,P010,3.0,2000.0,0.0
O0744,C0146,2025-03-31,P018,2.0,4000.0,0.1
O0745,C0642,2025-03-26,P017,-2.0,5000.0,0.0
O0746,C0806,2025-06-10,P020,1.0,4000.0,0.05
O0747,C0597,2025-01-26,P020,1.0,4000.0,0.0
O0748,C0152,2025-05-30,P013,2.0,2500.0,0.0
O0749,C0837,2025-04-28,P017,2.0,2000.0,0.1
O0750,C0656,2025-02-26,P004,2.0,12000.0,0.05
O0751,C0401,2025-05-01,P001,1.0,4000.0,0.0
O0752,C0695,2025-04-21,P001,1.0,5000.0,0.0
O0753,C0268,2025-02-11,P015,1.0,,0.15
O0754,C0356,2025-05-23,P013,1.0,12000.0,0.1
O0755,C0946,03-24-2025,P017,2.0,4000.0,0.0
O0756,C0300,2025-02-11,P008,2.0,12000.0,0.0
O0757,C0485,2025-02-05,P018,1.0,2000.0,0.0
O0758,C0918,03/03/2025,P013,1.0,2000.0,0.2
O0759,C0730,"Mar 09, 2025",P014,1.0,2000.0,0.05
O0760,C0065,03-03-2025,P008,1.0,12000.0,0.05
O0761,C0152,2025-04-15,P008,3.0,12000.0,0.05
O0762,C0009,07/02/2025,P015,5.0,5000.0,0.0
O0763,C0651,2025-01-22,P013,1.0,2000.0,0.15
O0764,C0462,2025-02-11,P007,3.0,5000.0,0.05
O0765,C0139,2025-04-04,P005,4.0,4000.0,0.0
O0766,C0988,2025-03-04,P017,3.0,2500.0,0.0
O0767,C0547,2025-04-01,P016,1.0,2500.0,0.05
O0768,C0250,03-09-2025,P002,-1.0,4000.0,0.2
O0769,C0517,2025-04-14,P018,1.0,4000.0,0.0
O0770,C0701,,P017,1.0,5000.0,0.15
O0771,C0079,2025-01-24,P007,1.0,2000.0,0.1
O0772,C0284,03-21-2025,P013,1.0,2500.0,0.0
O0773,C0832,2025-02-27,P018,1.0,12000.0,0.0
O0774,C0474,2025-02-26,P014,1.0,4000.0,0.0
O0775,C0564,2025-05-29,P018,1.0,2500.0,0.1
O0776,C0447,2025-05-11,P013,3.0,2500.0,0.0
O0777,C0046,2025-04-16,P011,4.0,12000.0,0.0
O0778,C0171,05-05-2025,P016,1.0,4000.0,0.05
O0779,C0460,09/05/2025,P017,4.0,5000.0,0.1
O0780,C0216,16/02/2025,P008,4.0,5000.0,0.0
O0781,C0052,04-08-2025,P019,3.0,2500.0,0.0
O0782,C0870,01-30-2025,P020,1.0,2500.0,0.05
O0783,C8888,2025-02-05,P015,2.0,2000.0,0.05
O0784,C0818,2025-03-10,P009,-1.0,5000.0,0.15
O0785,C0881,2025-01-11,P020,2.0,2500.0,0.0
O0786,C0250,2025-03-27,P010,1.0,4000.0,0.15
O0787,C0991,2025-03-15,P012,1.0,12000.0,0.1
O0788,C0204,06-22-2025,P020,2.0,4000.0,0.05
O0789,C0981,05-10-2025,P001,1.0,5000.0,0.1
O0790,UNKNOWN,2025-03-24,P020,1.0,2000.0,0.0
O0791,C0734,2025-06-15,P009,1.0,4000.0,0.0
O0792,C8888,06-26-2025,P015,3.0,5000.0,0.1
O0793,C0588,03-14-2025,P001,4.0,5000.0,0.05
O0794,C0268,2025-04-05,P012,1.0,5000.0,0.05
O0795,C0451,2025-03-15,P003,-1.0,5000.0,0.0
O0796,C0612,04-03-2025,P011,1.0,4000.0,0.2
O0797,C0076,17/06/2025,P002,2.0,2500.0,0.05
O0798,C0642,2025-06-18,P016,3.0,5000.0,0.0
O0799,C8888,06-25-2025,P009,3.0,5000.0,0.0
O0800,C0196,2025-05-16,P015,-1.0,4000.0,0.1
O0801,C0818,2025-05-05,P012,1.0,2500.0,0.1
O0802,C0936,2025-02-05,P001,4.0,12000.0,0.05
O0803,C0973,2025-03-09,P013,1.0,12000.0,0.15
O0804,C0990,2025-03-13,P014,2.0,4000.0,0.0
O0805,C0538,2025-05-07,P008,2.0,12000.0,0.0
O0806,C8888,2025-05-25,P008,2.0,5000.0,0.15
O0807,C0781,02-18-2025,P012,1.0,2000.0,0.15
O0808,C0167,2025-04-13,P001,4.0,2000.0,0.1
O0809,C0492,2025-03-12,P011,1.0,4000.0,0.15
O0810,C0741,2025-02-13,P008,1.0,2000.0,0.0
O0811,C0255,03-28-2025,P010,2.0,2000.0,0.15
O0812,C0661,12/03/2025,P019,1.0,12000.0,0.0
O0813,C0688,2025-03-07,P011,3.0,12000.0,0.0
O0814,C0168,2025-06-01,P007,1.0,5000.0,0.0
O0815,C0583,2025-05-24,P011,1.0,5000.0,0.0
O0816,C0796,2025-05-12,P017,3.0,2000.0,0.0
O0817,C0515,2025-04-15,P001,1.0,2500.0,0.0
O0818,C0013,"May 01, 2025",P008,1.0,,0.0
O0819,C0010,06-10-2025,P006,2.0,2000.0,0.0
O0820,C0369,2025-02-26,P018,1.0,5000.0,0.05
O0821,C0955,2025-03-14,P006,2.0,5000.0,0.0
O0822,C0236,2025-03-24,P005,1.0,2500.0,0.0
O0823,C0654,2025-03-05,P013,3.0,4000.0,0.1
O0824,C0229,2025-06-17,P019,3.0,2000.0,0.15
O0825,C0332,11/06/2025,P008,2.0,2000.0,0.1
O0826,C0875,27/03/2025,P009,1.0,2000.0,0.0
O0827,C0752,2025-03-21,P017,3.0,2500.0,0.1
O0828,C0099,02-01-2025,P003,2.0,5000.0,0.0
O0829,C0442,2025-04-29,P019,2.0,2000.0,0.0
O0830,C0031,2025-02-17,P011,1.0,2500.0,0.0
O0831,C0496,2025-05-04,P017,4.0,12000.0,0.15
O0832,C0683,2025-04-25,P019,2.0,2000.0,0.0
O0833,C0123,13/02/2025,P002,1.0,12000.0,0.0
O0834,C0298,2025-05-22,P008,1.0,,0.0
O0835,C0411,"Jun 08, 2025",P019,4.0,5000.0,0.15
O0836,C0948,2025-04-26,P007,1.0,4000.0,0.05
O0837,C7777,2025-01-15,P017,-2.0,5000.0,0.0
O0838,C0047,2025-05-31,P006,2.0,2000.0,0.05
O0839,C0785,2025-04-09,P019,2.0,5000.0,0.05
O0840,C0384,2025-05-27,P006,1.0,12000.0,0.1
O0841,C0405,2025-02-19,P002,1.0,4000.0,0.0
O0842,C0778,2025-04-05,P006,-1.0,2500.0,0.15
O0843,C0947,06-13-2025,P005,1.0,12000.0,0.0
O0844,C0981,2025-03-07,P019,3.0,5000.0,0.1
O0845,C0595,2025-06-20,P020,1.0,2000.0,0.0
O0846,C0369,2025-05-24,P004,1.0,4000.0,0.0
O0847,C0812,2025-01-23,P017,1.0,2500.0,0.0
O0848,C0259,06-18-2025,P011,1.0,5000.0,0.05
O0849,C0582,2025-06-23,P004,0.0,2000.0,0.0
O0850,C0370,2025-06-13,P013,1.0,12000.0,0.1
O0851,C0677,2025-06-13,P020,1.0,5000.0,0.0
O0852,C0248,2025-03-30,P017,1.0,2000.0,0.1
O0853,C0198,2025-05-20,P009,1.0,4000.0,0.15
O0854,C0947,2025-04-16,P004,1.0,2000.0,0.05
O0855,C0105,,P014,4.0,12000.0,0.1
O0856,C0522,2025-05-12,P019,1.0,4000.0,0.1
O0857,C0228,03-09-2025,P003,1.0,4000.0,0.0
O0858,C0041,2025-02-25,P014,1.0,,0.15
O0859,C0038,28/02/2025,P008,,12000.0,0.0
O0860,C0181,05-17-2025,P001,1.0,12000.0,0.05
O0861,C0894,2025-02-08,P010,1.0,12000.0,0.1
O0862,C0292,2025-05-28,P018,2.0,4000.0,0.0
O0863,C0980,02/04/2025,P016,2.0,12000.0,0.0
O0864,C0600,06-12-2025,P008,1.0,2500.0,0.05
O0865,C0451,24/03/2025,P001,1.0,12000.0,0.15
O0866,C0599,24/01/2025,P012,3.0,2500.0,0.2
O0867,C0533,2025-04-07,P008,1.0,5000.0,0.05
O0868,C0783,2025-05-06,P016,3.0,2000.0,0.1
O0869,C0292,2025-04-13,P018,2.0,2500.0,0.2
O0870,C0364,03/05/2025,P004,1.0,5000.0,0.0
O0871,C0922,2025-03-28,P006,1.0,,0.0
O0872,C0976,,P012,1.0,4000.0,0.1
O0873,C0921,2025-04-18,P009,3.0,2500.0,0.15
O0874,C0433,2025-06-27,P015,1.0,2000.0,0.15
O0875,C0805,2025-05-24,P016,1.0,12000.0,0.0
O0876,C0492,2025-04-01,P012,2.0,5000.0,0.0
O0877,C0513,25/04/2025,P014,,12000.0,0.0
O0878,C0212,2025-01-17,P013,1.0,5000.0,0.0
O0879,C0610,2025-06-12,P002,5.0,5000.0,0.0
O0880,C0192,20/03/2025,P003,1.0,5000.0,0.1
O0881,C0342,2025-05-26,P010,1.0,4000.0,0.0
O0882,C0882,2025-06-16,P009,1.0,2000.0,0.15
O0883,C0214,24/04/2025,P020,1.0,5000.0,0.0
O0884,C0074,05-05-2025,P008,1.0,5000.0,0.05
O0885,C0072,2025-05-13,P010,1.0,2000.0,0.0
O0886,C0970,2025-01-26,P019,5.0,5000.0,0.0
O0887,C0523,01-31-2025,P003,3.0,5000.0,0.0
O0888,C0423,06-08-2025,P005,2.0,5000.0,
O0889,C0836,02-27-2025,P003,1.0,2500.0,0.15
O0890,C0862,2025-05-17,P016,1.0,2500.0,0.05
O0891,C0343,2025-05-19,P017,1.0,12000.0,0.0
O0892,C0716,2025-03-19,P015,2.0,2000.0,0.2
O0893,C0795,2025-02-11,P003,5.0,4000.0,0.0
O0894,C0675,15/05/2025,P012,1.0,2000.0,0.0
O0895,C0157,08/05/2025,P009,1.0,2000.0,0.05
O0896,C0903,2025-01-18,P012,1.0,2000.0,0.2
O0897,C0556,2025-04-29,P015,1.0,12000.0,0.0
O0898,C0292,2025-05-15,P002,1.0,5000.0,0.0
O0899,C0439,2025-05-21,P018,2.0,4000.0,0.2
O0900,C0039,2025-05-15,P020,2.0,2500.0,0.0
O0901,C0132,28/03/2025,P012,1.0,4000.0,0.0
O0902,C0790,2025-06-05,P004,1.0,2500.0,0.05
O0903,C0001,15/03/2025,P016,,,0.15
O0904,C0430,2025-06-13,P016,1.0,5000.0,0.05
O0905,C0539,2025-04-03,P001,1.0,2000.0,
O0906,C0057,2025-01-30,P002,1.0,2000.0,0.1
O0907,C9999,01-12-2025,P003,1.0,,0.0
O0908,C0234,2025-01-29,P020,1.0,,
O0909,C0314,03-01-2025,P017,3.0,2000.0,0.0
O0910,C0314,2025-02-22,P020,1.0,12000.0,0.0
O0911,C0238,"Apr 19, 2025",P001,1.0,2000.0,0.05
O0912,C0002,2025-06-04,P020,2.0,5000.0,0.0
