event_id,customer_id,event_time,event_name,device,channel
E0391,C0457,2025-03-08 13:50:16,product_view,Mobile,Google Search
E0392,C0048,2025.02.27 - 02:56,begin_checkout,Tablet,Direct
E0393,C0561,2025-03-29 22:24:50,add_to_cart,Mobile,Google Search
E0394,C0350,2025-06-06 06:37:30,product_view,Desktop,Direct
E0395,C0489,26/01/2025 09:33 PM,add_to_cart,Mobile,Google Search
E0396,C0633,2025-01-27 19:57:55,add_to_cart,Mobile,Facebook
E0397,C0896,,begin_checkout,Mobile,Google Search
E0398,C0683,2025-04-27 23:58:02,add_to_cart,Mobile,Direct
E0399,C0448,2025-05-16 22:18:10,product_view,Desktop,Instagram
E0400,C0845,2025-06-22 03:05:42,add_to_cart,Mobile,Google Search
E0401,C0934,2025.05.26 - 07:55,add_to_cart,Desktop,Instagram
E0402,C0124,2025-04-10 11:27:57,product_view,Desktop,Google Search
E0403,C0549,2025-02-28 01:02:10,product_view,Desktop,Instagram
E0404,C0294,2025-06-13 17:00:41,product_view,Mobile,Instagram
E0405,C0049,2025-05-17 05:12:01,add_to_cart,Tablet,nan
E0406,C0690,2025-04-17 08:57:39,product_view,Mobile,Instagram
E0407,C0890,2025-06-17 03:11:16,add_to_cart,Mobile,Facebook
E0408,C0168,2025-03-02 22:55:49,purchase,Mobile,nan
E0409,C0838,2025-05-19 05:34:29,begin_checkout,Mobile,Instagram
E0410,C0880,2025-05-24 01:49:25,purchase,Mobile,Facebook
E0411,C0943,2025.04.18 - 11:52,nan,Desktop,Instagram
E0412,C0274,03/05/2025 08:03 PM,product_view,Mobile,Instagram
E0413,C0932,2025-02-12 04:53:23,add_to_cart,Mobile,Google Search
E0414,C0331,09/02/2025 12:12 AM,product_view,Desktop,Email Marketing
E0415,C0570,2025.02.10 - 17:19,begin_checkout,Mobile,Instagram
E0416,C0053,2025-05-02 04:49:54,product_view,Mobile,Google Search
E0417,C0046,2025-05-19 17:16:23,nan,Mobile,Google Search
E0418,C0743,2025.02.26 - 10:11,add_to_cart,Desktop,Direct
E0419,C0459,2025-05-14 07:50:26,begin_checkout,Mobile,Instagram
E0420,C0265,2025-03-09 01:11:04,product_view,Mobile,Facebook
E0421,C0197,2025-06-28 21:03:53,product_view,Mobile,Facebook
E0422,C0691,2025-05-11 13:29:19,begin_checkout,Desktop,Facebook
E0423,C0001,26/01/2025 06:17 PM,product_view,Desktop,nan
E0424,C0831,2025-05-18 22:41:14,begin_checkout,Desktop,Direct
E0425,C0082,2025-05-07 05:37:19,product_view,Mobile,Instagram
E0426,C0198,2025-02-04 12:40:02,add_to_cart,Mobile,Google Search
E0427,C0399,2025.04.08 - 20:18,product_view,Mobile,Google Search
E0428,C0500,2025-04-16 08:11:36,add_to_cart,Mobile,Instagram
E0429,C0366,2025-05-15 19:43:41,add_to_cart,Mobile,Google Search
E0430,C0331,2025-05-04 16:03:50,product_view,Mobile,Google Search
E0431,C0994,2025-03-04 14:24:22,product_view,Mobile,Google Search
E0432,C0662,2025-05-18 22:29:01,product_view,Desktop,nan
E0433,C0025,2025-01-23 09:49:38,add_to_cart,Mobile,Instagram
E0434,C0444,2025-05-28 17:28:06,add_to_cart,Desktop,Email Marketing
E0435,C0903,2025-03-10 09:32:49,begin_checkout,Mobile,Google Search
E0436,C0311,20/04/2025 04:24 AM,add_to_cart,Mobile,Facebook
E0437,C0098,2025-04-04 06:41:09,product_view,Mobile,Direct
E0438,C0782,2025-04-24 04:04:26,product_view,Mobile,Google Search
E0439,C0625,2025-04-21 19:22:00,product_view,Mobile,Google Search
E0440,C0588,2025-05-10 13:10:41,product_view,Mobile,Google Search
E0441,C0056,2025-05-18 21:24:57,nan,Tablet,Google Search
E0442,C0145,23/03/2025 01:35 AM,purchase,Desktop,Email Marketing
E0443,C0642,2025-05-11 22:12:08,product_view,Mobile,Direct
E0444,C0215,26/05/2025 05:19 AM,add_to_cart,Desktop,Instagram
E0445,C0520,23/06/2025 01:43 PM,begin_checkout,Desktop,Instagram
E0446,C0562,2025-06-13 09:09:30,product_view,Desktop,Google Search
E0447,C0293,14/04/2025 04:10 PM,product_view,Desktop,Instagram
E0448,C0978,2025-02-25 12:31:15,product_view,Mobile,Facebook
E0449,C0869,2025-06-20 09:20:25,add_to_cart,Mobile,Instagram
E0450,C0745,2025.06.14 - 12:42,nan,Mobile,Google Search
E0451,C0081,2025-03-24 00:27:47,add_to_cart,Mobile,Instagram
E0452,C0110,2025-06-06 22:58:23,product_view,Mobile,Instagram
E0453,C0509,2025-01-03 11:30:53,product_view,Mobile,Facebook
E0454,C0166,2025-04-12 12:05:53,begin_checkout,Tablet,Google Search
E0455,C8888,21/01/2025 04:11 PM,begin_checkout,Tablet,nan
E0456,C0164,2025-01-05 21:46:36,add_to_cart,Desktop,Direct
E0457,C0503,2025-03-15 22:59:03,add_to_cart,Desktop,Google Search
E0458,C0376,2025-01-29 05:16:17,product_view,Tablet,Instagram
E0459,C0660,2025-01-11 07:18:02,begin_checkout,Mobile,Direct
E0460,C0134,11/05/2025 03:36 AM,begin_checkout,Mobile,Email Marketing
E0461,C0444,2025-01-11 23:47:50,product_view,Mobile,Direct
E0462,C0284,2025-02-08 19:36:46,add_to_cart,Desktop,Instagram
E0463,C0916,2025-02-21 20:12:32,product_view,Mobile,nan
E0464,C0042,2025-05-26 16:06:56,product_view,Desktop,Instagram
E0465,C0942,2025-06-02 12:50:43,product_view,Mobile,Facebook
E0466,C0859,2025-02-01 06:00:47,product_view,Mobile,Email Marketing
E0467,C0307,2025-02-25 15:43:30,product_view,Desktop,Instagram
E0468,C0814,2025-05-13 16:49:47,product_view,Mobile,Email Marketing
E0469,C0033,2025-02-18 15:41:56,add_to_cart,Mobile,Instagram
E0470,C0997,2025-01-29 10:24:20,product_view,Mobile,nan
E0471,C0543,2025-06-12 23:48:10,product_view,Mobile,Instagram
E0472,C0313,2025-01-13 01:05:38,product_view,Desktop,nan
E0473,C0374,2025-05-15 02:24:18,add_to_cart,Mobile,Instagram
E0474,C0069,2025-06-02 07:22:13,product_view,Mobile,Facebook
E0475,C7777,2025-02-27 07:27:17,product_view,Mobile,Google Search
E0476,C0041,2025-02-09 14:42:47,purchase,Desktop,Google Search
E0477,C0676,,begin_checkout,Mobile,Instagram
E0478,C0457,2025-04-16 02:02:41,begin_checkout,Desktop,Facebook
E0479,C0979,,add_to_cart,Desktop,Instagram
E0480,C0254,2025-03-11 15:34:52,product_view,Mobile,Google Search
E0481,C0549,2025-06-08 01:38:13,add_to_cart,Tablet,Instagram
E0482,C0498,2025-03-29 21:14:35,product_view,Desktop,nan
E0483,C0725,2025-01-20 21:35:29,product_view,Mobile,Instagram
E0484,C0071,2025-04-30 15:16:30,product_view,Mobile,Instagram
E0485,C0200,2025-06-18 13:20:16,begin_checkout,Tablet,Instagram
E0486,C0222,2025-05-12 04:10:45,product_view,Desktop,Google Search
E0487,C0761,2025-05-24 14:17:05,purchase,Mobile,Instagram
E0488,C0195,20/04/2025 02:34 AM,purchase,Mobile,Google Search
E0489,C0592,2025-06-17 22:27:12,product_view,Desktop,Direct
E0490,C0222,2025-02-13 13:20:53,begin_checkout,Desktop,Facebook
E0491,C0889,2025-05-25 03:53:38,add_to_cart,Desktop,Google Search
E0492,C0972,2025-05-06 15:47:42,begin_checkout,Mobile,Instagram
E0493,C0535,2025-04-19 23:42:37,product_view,Desktop,Facebook
E0494,C0364,17/03/2025 12:20 PM,begin_checkout,Mobile,Instagram
E0495,C0242,2025-02-16 03:16:30,product_view,Mobile,Facebook
E0496,C0052,2025-04-10 05:04:13,purchase,Desktop,Instagram
E0497,C0277,2025-06-02 07:08:10,add_to_cart,nan,Google Search
E0498,C0675,2025-06-04 17:30:50,product_view,Mobile,Google Search
E0499,C0551,2025-06-05 02:46:45,begin_checkout,Mobile,Direct
E0500,C0974,2025.05.16 - 04:11,begin_checkout,Desktop,Instagram
E0501,C0409,2025-02-25 20:29:35,add_to_cart,Mobile,Google Search
E0502,C0716,2025-05-15 13:18:58,product_view,Desktop,Instagram
E0503,C0505,2025-05-10 00:45:52,product_view,Desktop,Facebook
E0504,C0529,,nan,Mobile,Email Marketing
E0505,C0277,2025-06-29 21:43:55,begin_checkout,nan,Google Search
E0506,C0470,2025-03-16 02:18:14,begin_checkout,Desktop,Google Search
E0507,C0486,,product_view,Desktop,Email Marketing
E0508,C0729,2025-03-22 21:20:21,product_view,Desktop,Google Search
E0509,C0970,,add_to_cart,Desktop,Google Search
E0510,C0340,2025-05-14 01:01:28,begin_checkout,Mobile,Google Search
E0511,C0044,2025-03-02 17:04:23,product_view,Mobile,Facebook
E0512,C0512,2025-04-18 05:05:13,begin_checkout,Desktop,Instagram
E0513,C0562,2025-01-11 10:44:11,add_to_cart,Mobile,Direct
E0514,C0174,2025-01-03 12:25:20,product_view,Mobile,Google Search
E0515,C0784,2025-05-25 09:45:11,product_view,Desktop,Instagram
E0516,C9901,,product_view,Desktop,Facebook
E0517,C0976,2025.02.09 - 10:27,add_to_cart,Mobile,Google Search
E0518,C0204,2025-05-01 12:01:37,product_view,Desktop,Instagram
E0519,C0903,2025-06-18 17:08:03,product_view,Desktop,Facebook
E0520,C0727,2025-06-01 15:22:25,begin_checkout,Mobile,Direct
E0521,C0468,2025-06-17 01:57:47,product_view,Desktop,Direct
E0522,C0558,2025-06-18 23:02:39,product_view,Mobile,nan
E0523,C0876,2025-03-28 00:49:37,product_view,Mobile,Direct
E0524,C0495,2025-06-11 04:00:12,add_to_cart,Mobile,Instagram
E0525,C0385,2025-02-13 19:07:55,begin_checkout,Mobile,Google Search
E0526,C0509,2025-06-26 23:50:03,product_view,Mobile,Direct
E0527,C0598,2025-05-04 01:40:06,begin_checkout,Desktop,Google Search
E0528,C0195,,add_to_cart,Desktop,Google Search
E0529,C0929,2025-05-18 18:43:17,product_view,Desktop,Google Search
E0530,C0696,2025-05-06 18:11:08,product_view,Desktop,Google Search
E0531,C0653,2025-03-13 09:47:52,product_view,Mobile,Email Marketing
E0532,C0103,27/05/2025 03:03 PM,product_view,Mobile,Google Search
E0533,C0623,2025-04-25 06:04:27,begin_checkout,Desktop,Google Search
E0534,C0125,2025-04-17 03:24:40,add_to_cart,Mobile,nan
E0535,C0082,2025-05-24 09:25:35,product_view,Mobile,Google Search
E0536,C0544,,product_view,Desktop,Instagram
E0537,C0416,2025-02-08 03:36:44,product_view,Mobile,Google Search
E0538,C0608,2025-05-31 17:06:21,add_to_cart,Desktop,Direct
E0539,C0092,2025-05-21 18:20:47,product_view,Mobile,Facebook
E0540,C0445,2025-02-07 13:45:52,add_to_cart,Mobile,Facebook
E0541,C0181,27/02/2025 02:58 AM,product_view,Mobile,Facebook
E0542,C9901,2025-03-29 03:37:44,add_to_cart,Mobile,Instagram
E0543,C0579,2025-02-04 10:51:52,begin_checkout,Mobile,Direct
E0544,C0709,2025-05-13 13:25:15,product_view,Mobile,Email Marketing
E0545,C0336,2025-01-15 11:03:02,add_to_cart,Desktop,Instagram
E0546,C0098,,nan,Tablet,Instagram
E0547,C9999,03/02/2025 05:56 PM,product_view,Mobile,nan
E0548,C0296,2025-05-23 17:43:07,add_to_cart,Mobile,Direct
E0549,C0437,2025-04-10 18:41:59,product_view,Mobile,Email Marketing
E0550,C0670,2025-01-24 04:13:44,add_to_cart,Tablet,Direct
E0551,C0026,2025-03-15 05:52:16,product_view,nan,Google Search
E0552,C0836,2025-01-08 21:22:09,purchase,Mobile,Facebook
E0553,C0554,2025-03-25 04:59:28,add_to_cart,Desktop,Google Search
E0554,C0287,2025-02-24 04:45:26,begin_checkout,Mobile,Instagram
E0555,C0064,2025-04-19 01:56:15,add_to_cart,Mobile,Facebook
E0556,C0168,2025-02-21 07:26:44,add_to_cart,Mobile,Google Search
E0557,C0923,2025-01-26 06:09:14,product_view,Mobile,Facebook
E0558,C0708,2025.02.01 - 05:58,begin_checkout,Mobile,Google Search
E0559,C0258,2025-04-24 09:34:20,purchase,Mobile,Google Search
E0560,C0068,2025-06-14 06:42:42,add_to_cart,Desktop,Instagram
E0561,C0712,2025-02-19 12:27:41,purchase,Mobile,Instagram
E0562,C0591,2025-01-02 02:18:29,add_to_cart,Mobile,Instagram
E0563,C0418,2025-03-06 04:32:03,add_to_cart,Mobile,Instagram
E0564,C0375,2025-04-01 13:15:41,product_view,Mobile,nan
E0565,C0224,2025-05-18 19:23:30,product_view,Mobile,Instagram
E0566,C0691,2025-01-31 01:26:48,product_view,Mobile,Instagram
E0567,C9999,2025-01-08 18:08:11,product_view,Mobile,Google Search
E0568,C0182,2025-01-30 20:18:34,add_to_cart,Mobile,Facebook
E0569,C0616,2025-03-04 15:33:53,product_view,Mobile,Instagram
E0570,C0438,2025-04-26 21:39:50,product_view,Mobile,Direct
E0571,C0461,2025-01-10 21:00:12,nan,Desktop,Facebook
E0572,C0263,2025-05-31 05:31:16,product_view,Desktop,Instagram
E0573,C0851,02/05/2025 10:25 AM,product_view,Mobile,Instagram
E0574,C0501,2025-04-30 12:56:39,product_view,Mobile,Email Marketing
E0575,C0561,13/06/2025 05:19 PM,product_view,Mobile,Direct
E0576,C0315,2025-05-09 12:37:55,begin_checkout,Desktop,Facebook
E0577,C0188,2025-02-28 11:28:59,add_to_cart,Mobile,Instagram
E0578,C0089,2025-04-06 06:07:59,begin_checkout,Mobile,Google Search
E0579,C0737,03/06/2025 09:14 AM,product_view,Mobile,Google Search
E0580,C0203,2025-04-22 04:52:05,add_to_cart,Tablet,Instagram
E0581,C0712,2025-04-17 19:55:56,product_view,Mobile,Google Search
E0582,C0403,11/03/2025 12:47 PM,product_view,Desktop,Google Search
E0583,C0429,2025-01-15 03:38:56,product_view,Mobile,Instagram
E0584,C0484,2025-06-02 05:51:04,product_view,Tablet,Facebook
E0585,C0380,2025.05.18 - 10:02,product_view,Desktop,Direct
E0586,C0104,2025-03-03 17:19:49,product_view,Mobile,Instagram
E0587,C0320,2025-04-13 00:31:06,nan,Desktop,Direct
E0588,C0685,2025-02-12 17:05:50,product_view,Mobile,Instagram
E0589,C0687,2025-02-05 16:53:31,product_view,Desktop,Direct
E0590,C0296,2025-04-12 02:12:04,product_view,Desktop,Instagram
E0591,C0475,,add_to_cart,Mobile,Instagram
E0592,C0200,02/06/2025 04:13 PM,product_view,Desktop,Facebook
E0593,C0217,2025-04-09 02:07:28,purchase,Mobile,Google Search
E0594,C0024,2025-01-31 22:43:13,nan,Mobile,Email Marketing
E0595,C0925,22/03/2025 06:22 PM,product_view,Mobile,Google Search
E0596,C0218,2025-04-16 10:56:13,product_view,Desktop,Instagram
E0597,C0235,2025-04-15 06:46:08,product_view,Mobile,Google Search
E0598,C0289,2025-03-20 08:03:35,add_to_cart,Mobile,Google Search
E0599,C0132,2025-01-18 20:29:50,product_view,Desktop,Google Search
E0600,C0660,2025-03-09 20:20:08,product_view,Mobile,Facebook
E0601,C0078,2025-02-12 22:51:27,product_view,Mobile,Facebook
E0602,C0139,2025-06-21 12:55:37,add_to_cart,Mobile,Direct
E0603,C0665,2025.02.11 - 10:18,product_view,Mobile,nan
E0604,C0351,2025-05-09 19:21:45,product_view,Mobile,Instagram
E0605,C0730,2025-03-06 10:41:21,add_to_cart,Mobile,Facebook
E0606,C0575,2025-03-06 06:52:54,add_to_cart,nan,Google Search
E0607,C0264,2025-03-12 01:26:23,begin_checkout,Desktop,Facebook
E0608,C0671,2025-02-27 00:09:20,product_view,Mobile,Google Search
E0609,C0120,2025-02-12 10:01:43,begin_checkout,Mobile,nan
E0610,C0554,2025-05-27 03:37:47,add_to_cart,Mobile,Facebook
E0611,C0451,2025-05-01 01:23:47,product_view,Desktop,nan
E0612,C0277,2025-04-14 00:18:14,add_to_cart,Mobile,Direct
E0613,C0623,2025-04-03 04:59:41,product_view,Mobile,Email Marketing
E0614,C0899,2025-04-20 00:00:33,purchase,Desktop,Direct
E0615,UNKNOWN,2025-06-09 22:39:58,product_view,Mobile,Google Search
E0616,C0627,2025-05-27 01:11:50,add_to_cart,Mobile,Instagram
E0617,C0418,2025-05-07 01:57:28,product_view,Desktop,Google Search
E0618,C0233,2025.01.02 - 17:01,purchase,Desktop,Instagram
E0619,C0266,2025-01-23 06:38:34,product_view,Mobile,Google Search
E0620,C0495,2025.05.10 - 21:28,nan,Desktop,Google Search
E0621,C0379,09/03/2025 04:30 AM,purchase,Mobile,Google Search
E0622,C0943,2025-03-28 12:57:35,product_view,Desktop,nan
E0623,C0380,2025-02-16 16:06:08,begin_checkout,Mobile,Email Marketing
E0624,C0385,2025-06-25 15:15:32,nan,Desktop,Instagram
E0625,C0396,2025-05-05 17:10:07,product_view,nan,Google Search
E0626,C0863,2025.04.30 - 04:03,product_view,Tablet,Google Search
E0627,C0671,28/06/2025 09:01 AM,add_to_cart,Tablet,Google Search
E0628,C0634,01/05/2025 02:41 PM,product_view,Mobile,Direct
E0629,C0345,2025-02-17 08:19:00,product_view,Mobile,Google Search
E0630,C0844,2025-01-08 17:50:29,product_view,Mobile,Google Search
E0631,C0040,2025-05-13 12:55:11,product_view,Desktop,Direct
E0632,C0898,2025-06-21 23:28:31,product_view,Tablet,Direct
E0633,C0529,04/03/2025 07:40 AM,product_view,Mobile,Instagram
E0634,C0411,2025-03-16 01:19:30,purchase,Tablet,Facebook
E0635,C0513,2025-06-27 20:33:16,add_to_cart,Desktop,Google Search
E0636,C0689,2025-06-04 14:35:29,product_view,nan,Instagram
E0637,C0014,2025-01-23 00:21:40,add_to_cart,Tablet,Instagram
E0638,C0899,2025-03-16 22:18:43,add_to_cart,Mobile,Google Search
E0639,C0461,2025-02-19 19:47:55,purchase,Mobile,Google Search
E0640,C0354,2025-04-15 21:41:18,product_view,Mobile,Instagram
E0641,C0143,2025-05-21 13:58:15,product_view,Mobile,Facebook
E0642,C0454,2025-02-24 22:04:43,purchase,Desktop,Facebook
E0643,C0512,2025.01.05 - 19:08,purchase,Desktop,Instagram
E0644,C0417,2025-06-26 23:07:59,begin_checkout,Tablet,Instagram
E0645,C0700,2025-04-11 08:46:43,begin_checkout,Desktop,Direct
E0646,C0434,2025-06-09 15:18:21,product_view,Mobile,Instagram
E0647,C0992,30/05/2025 02:45 PM,add_to_cart,Mobile,Email Marketing
E0648,C0618,2025-03-14 19:25:52,product_view,Mobile,Facebook
E0649,C0833,2025-04-10 20:51:14,product_view,Mobile,Instagram
E0650,C0113,2025-06-05 21:23:49,begin_checkout,Mobile,Instagram
E0651,C0410,2025-04-09 18:52:46,product_view,Mobile,Instagram
E0652,C0348,2025-03-28 12:26:44,product_view,Mobile,Instagram
E0653,C0588,05/04/2025 12:40 PM,purchase,Mobile,Instagram
E0654,C0888,2025-01-09 12:21:48,product_view,Desktop,Facebook
E0655,C0081,2025-02-27 13:28:56,nan,Mobile,Instagram
E0656,C0075,2025-06-24 10:17:44,nan,Mobile,Google Search
E0657,C0877,2025-05-07 12:20:29,add_to_cart,Mobile,Google Search
E0658,C0220,2025-02-07 09:10:21,product_view,nan,Instagram
E0659,C0690,2025.03.04 - 04:45,product_view,Mobile,Instagram
E0660,C0560,2025.04.10 - 18:55,product_view,Mobile,Instagram
E0661,C0859,2025-01-16 23:45:27,product_view,Desktop,Instagram
E0662,C0129,,product_view,Mobile,Facebook
E0663,C0134,02/02/2025 12:06 PM,nan,Tablet,Instagram
E0664,C0575,2025-05-31 03:55:31,product_view,Mobile,Direct
E0665,C0976,2025-04-15 11:08:39,begin_checkout,Mobile,Google Search
E0666,C0428,14/04/2025 12:55 PM,product_view,Mobile,Google Search
E0667,C0338,2025-01-02 10:09:46,add_to_cart,Desktop,Google Search
E0668,C0626,2025-05-02 17:43:11,purchase,Mobile,Facebook
E0669,C0960,2025-01-13 17:07:14,product_view,Mobile,Instagram
E0670,C0863,2025-02-10 22:18:46,product_view,Mobile,Instagram
E0671,UNKNOWN,2025-05-11 03:59:17,add_to_cart,Mobile,Google Search
E0672,C0024,2025-05-03 05:45:00,add_to_cart,Mobile,Instagram
E0673,C0117,2025-05-31 05:09:16,add_to_cart,Desktop,Google Search
E0674,C0629,2025-02-11 09:28:05,product_view,Desktop,Facebook
E0675,C0846,2025.06.17 - 22:57,product_view,Mobile,Google Search
E0676,C0295,2025-05-14 02:13:10,purchase,Mobile,Facebook
E0677,C0247,2025-03-24 08:57:33,purchase,Desktop,Google Search
E0678,C0812,2025-06-12 06:28:53,product_view,Mobile,Facebook
E0679,C0059,2025-01-21 04:20:02,begin_checkout,Mobile,Facebook
E0680,C0381,2025-02-09 22:04:12,product_view,Mobile,Google Search
E0681,C0522,2025.04.15 - 10:06,product_view,Desktop,Facebook
E0682,C0578,2025-06-10 22:14:55,product_view,Tablet,Direct
E0683,C0752,,product_view,Desktop,Google Search
E0684,C0366,2025-06-20 14:44:46,add_to_cart,Mobile,Google Search
E0685,C0632,2025-05-24 23:03:29,product_view,Mobile,Facebook
E0686,C0604,31/05/2025 12:43 PM,product_view,Tablet,Google Search
E0687,C0565,2025.03.26 - 12:21,begin_checkout,Mobile,Instagram
E0688,C0661,06/05/2025 01:11 PM,add_to_cart,nan,Email Marketing
E0689,C0268,2025.06.08 - 14:21,add_to_cart,Tablet,Instagram
E0690,C0088,2025-01-15 00:06:21,purchase,Mobile,Facebook
E0691,C0123,2025-05-26 00:45:48,product_view,Tablet,Facebook
E0692,C0232,2025-05-14 05:11:40,add_to_cart,Mobile,nan
E0693,C0516,2025-01-30 20:32:53,begin_checkout,Desktop,Instagram
E0694,C0867,2025-01-05 14:41:48,add_to_cart,Mobile,Google Search
E0695,C0723,2025-03-31 04:08:40,product_view,Mobile,Google Search
E0696,C0814,2025-05-20 04:50:54,product_view,Desktop,Google Search
E0697,C0362,2025.03.06 - 09:54,purchase,Desktop,Instagram
E0698,C0418,2025-01-08 08:33:46,product_view,Mobile,Google Search
E0699,C0406,2025-01-17 23:52:37,purchase,Desktop,Google Search
E0700,C0198,2025-01-15 05:21:38,add_to_cart,Mobile,Instagram
E0701,C0064,2025-01-11 12:54:27,add_to_cart,Mobile,Facebook
E0702,C0610,2025-02-04 13:30:12,begin_checkout,Mobile,Facebook
E0703,C7777,2025-06-04 05:18:33,add_to_cart,Mobile,Facebook
E0704,C0172,2025-02-18 21:58:34,product_view,Mobile,Email Marketing
E0705,C0049,2025-04-19 08:51:39,add_to_cart,Mobile,Google Search
E0706,C0804,2025-01-14 16:17:02,begin_checkout,Mobile,nan
E0707,C0261,2025-04-22 15:31:06,product_view,Mobile,Direct
E0708,C0856,2025.06.09 - 13:01,product_view,Mobile,Instagram
E0709,C0726,2025-02-14 04:54:19,product_view,nan,Instagram
E0710,C0975,26/06/2025 09:30 PM,purchase,Mobile,Google Search
E0711,C0422,2025-02-20 05:23:12,product_view,Tablet,Google Search
E0712,C0683,2025-03-21 03:42:23,add_to_cart,Desktop,Google Search
E0713,C0480,2025-03-17 08:21:46,product_view,Desktop,Google Search
E0714,C0651,29/03/2025 02:23 PM,product_view,Desktop,Facebook
E0715,C0464,2025-05-03 09:01:31,add_to_cart,Desktop,Google Search
E0716,C0195,20/03/2025 12:51 PM,product_view,Mobile,Instagram
E0717,C0524,2025.03.26 - 02:02,add_to_cart,Mobile,Direct
E0718,C0545,2025-03-03 10:33:02,begin_checkout,Desktop,Instagram
E0719,C0836,04/01/2025 06:43 AM,begin_checkout,Desktop,nan
E0720,C0759,2025-03-17 15:12:36,product_view,Desktop,Instagram
E0721,C0685,2025.05.11 - 17:47,purchase,Mobile,nan
E0722,C0117,2025-01-23 23:20:41,add_to_cart,Desktop,Instagram
E0723,C0743,14/04/2025 08:30 PM,purchase,Mobile,Instagram
E0724,C0516,2025-01-02 03:29:27,add_to_cart,Mobile,Instagram
E0725,C0922,05/05/2025 01:14 PM,add_to_cart,Mobile,Facebook
E0726,C0949,2025.05.20 - 20:46,purchase,Desktop,Direct
E0727,C0057,2025-05-01 01:43:00,purchase,Tablet,Google Search
E0728,C0847,2025-01-13 06:42:30,product_view,Mobile,Email Marketing
E0729,C0039,2025-05-27 19:01:54,product_view,Desktop,Google Search
E0730,C0379,2025-05-25 20:23:01,product_view,Mobile,Facebook
E0731,C0560,2025-04-24 17:07:52,product_view,Mobile,Direct
E0732,C0153,2025-01-09 20:07:26,product_view,Mobile,Instagram
E0733,C0770,2025-05-17 02:20:49,product_view,Mobile,Google Search
E0734,C0009,2025-06-14 17:08:14,purchase,Mobile,Email Marketing
E0735,C0174,2025-01-15 02:17:28,product_view,Mobile,Email Marketing
E0736,C0599,2025-03-11 11:00:12,add_to_cart,Desktop,nan
E0737,C0737,,product_view,Desktop,Email Marketing
E0738,C0945,,product_view,Mobile,Instagram
E0739,C0728,26/02/2025 06:44 AM,product_view,Mobile,Direct
E0740,C0693,2025-06-02 19:10:55,product_view,Mobile,Google Search
E0741,C0407,2025-05-14 04:25:34,begin_checkout,Mobile,nan
E0742,C0002,2025-02-28 12:23:45,purchase,Mobile,Google Search
E0743,C0124,28/04/2025 06:48 PM,product_view,Mobile,Google Search
E0744,C0552,2025-01-17 19:08:36,product_view,Tablet,Google Search
E0745,C0697,2025-02-24 15:57:58,product_view,Desktop,Instagram
E0746,C0431,2025-05-29 14:26:11,purchase,Mobile,Instagram
E0747,C0754,2025-06-29 22:41:33,begin_checkout,Mobile,Email Marketing
E0748,C0539,2025-03-26 23:43:07,add_to_cart,Mobile,Direct
E0749,C0077,2025-03-16 01:30:57,add_to_cart,Desktop,Instagram
E0750,C0198,2025-03-18 17:21:40,begin_checkout,Mobile,Facebook
E0751,C0866,2025-06-09 15:22:04,product_view,Mobile,Facebook
E0752,C0748,2025-05-09 07:11:35,product_view,Desktop,Google Search
E0753,C0923,06/01/2025 11:37 PM,purchase,Mobile,Instagram
E0754,C0122,2025-04-03 00:56:33,begin_checkout,Mobile,Direct
E0755,C7777,2025-01-31 08:31:12,add_to_cart,Mobile,Facebook
E0756,C0216,2025-04-14 14:08:23,add_to_cart,Mobile,Google Search
E0757,C0013,2025-02-12 16:38:54,product_view,Mobile,Google Search
E0758,UNKNOWN,2025-01-27 11:35:01,add_to_cart,Mobile,Instagram
E0759,C0290,,add_to_cart,Mobile,Google Search
E0760,C0689,2025-03-17 22:09:26,product_view,Mobile,Instagram
E0761,C0183,2025-06-04 17:13:09,add_to_cart,Desktop,Instagram
E0762,C0599,2025-06-04 20:32:51,purchase,Mobile,Facebook
E0763,C0932,2025-06-14 22:48:18,product_view,Mobile,Email Marketing
E0764,C0331,2025-04-16 23:15:37,product_view,Desktop,Google Search
E0765,C0691,2025-02-27 06:41:57,product_view,Desktop,Instagram
E0766,C0194,2025-05-04 02:52:01,add_to_cart,Desktop,Facebook
E0767,C0645,2025-01-28 23:26:26,product_view,Mobile,Direct
E0768,C0347,2025-02-27 21:02:38,add_to_cart,Mobile,Facebook
E0769,C0218,2025-05-12 12:23:44,purchase,Desktop,Direct
E0770,C0323,2025-06-22 05:37:03,product_view,Desktop,Google Search
E0771,C0185,2025-06-27 12:20:09,purchase,Mobile,Facebook
E0772,C0930,04/06/2025 09:02 AM,nan,Tablet,Instagram
E0773,C0410,2025-06-18 09:09:37,product_view,Mobile,Google Search
E0774,C0253,2025-05-22 14:53:55,product_view,nan,Google Search
E0775,C0463,06/05/2025 07:37 PM,purchase,Desktop,Google Search
E0776,C0331,14/03/2025 10:54 AM,purchase,Desktop,Email Marketing
E0777,C0768,2025-01-03 03:57:49,product_view,Tablet,Direct
E0778,C9999,2025-04-18 11:36:34,product_view,Desktop,Instagram
E0779,C0452,2025.06.19 - 20:42,product_view,Mobile,Instagram
E0780,C0888,2025-04-18 18:48:45,nan,Mobile,Google Search
E0781,C0584,2025-01-28 10:50:59,product_view,Mobile,Instagram
E0782,C0163,2025-01-24 22:19:02,add_to_cart,Mobile,Facebook
